id,type,od,numbering,lon,lat,speed,direction,3rd_mesh,date_time
236000021952,1,2,784,136.889416,35.297516,79,80,52367751,2024-01-06T05:19:00
737000133737,1,2,1842,138.489516,36.234816,,101,54382389,2024-01-06T05:19:00
315500086726,1,2,2779,137.730733,35.8629,66,234,53376538,2024-01-06T05:19:00
118500087479,1,2,2379,136.097533,35.051233,91,229,52364067,2024-01-06T05:19:00
195600116901,1,2,319,138.814233,36.262583,87,330,54383615,2024-01-06T05:19:00
55400109103,1,2,13416,135.304133,34.867433,,56,52352244,2024-01-06T05:19:00
408300065743,1,2,1889,139.765733,35.593066,,256,53393611,2024-01-06T05:19:00
798600117392,1,2,2876,140.9151,38.412583,0,5,57404793,2024-01-06T05:19:00
363000083099,1,2,729,136.695516,35.3055,,77,52367565,2024-01-06T05:19:00
281900073185,1,2,1820,137.71285,35.72105,65,248,53374567,2024-01-06T05:19:00
338200092735,1,2,1797,137.047366,35.320216,50,266,52377083,2024-01-06T05:19:00
680400116818,1,2,2313,137.93315,35.792316,93,149,53375754,2024-01-06T05:19:00
269200069894,1,2,6404,138.802483,36.22415,,336,54382664,2024-01-06T05:19:00
173900057422,1,2,3007,137.359083,35.441333,91,264,53371228,2024-01-06T05:19:00
352600083711,1,2,7077,137.272983,35.39165,32,213,53370261,2024-01-06T05:19:00
291300127062,1,2,798,137.734466,35.448983,76,114,53371538,2024-01-06T05:19:00
279800025893,1,2,2756,138.89575,37.569966,0,213,56382781,2024-01-06T05:19:00
106200026367,1,2,2221,137.61365,35.6404,47,192,53373469,2024-01-06T05:19:00
765700116291,1,2,2519,140.510683,37.8528,80,34,56406420,2024-01-06T05:19:00
401300092174,1,2,7597,138.21185,36.929433,,0,55383116,2024-01-06T05:19:00
298400090907,1,2,2193,137.43755,35.454683,,3,53371345,2024-01-06T05:19:00
350800127749,1,2,3073,137.608616,35.6054,59,200,53373428,2024-01-06T05:19:00
407900073377,1,2,55054,140.449583,37.709,89,336,56404355,2024-01-06T05:19:00
365000065279,1,2,8815,138.245966,36.608633,,58,54387139,2024-01-06T05:19:00
408300065665,1,2,1840,137.9954,35.942283,50,189,53377739,2024-01-06T05:19:00
434300070630,1,2,2782,140.274966,35.703483,80,240,53404241,2024-01-06T05:19:00
626900116526,1,2,139,138.0783,36.524933,81,208,54386026,2024-01-06T05:19:00
390000090982,1,2,110,138.263516,36.666916,52,18,55380201,2024-01-06T05:19:00
388800095612,1,2,2775,136.733566,35.062533,65,240,52364578,2024-01-06T05:19:00
219500109947,1,2,18895,136.853383,35.28115,,307,52367638,2024-01-06T05:19:00
403600117609,1,2,1939,136.527216,35.36755,7,296,53360442,2024-01-06T05:19:00
47200087013,1,2,304,137.496116,35.48065,44,64,53371379,2024-01-06T05:19:00
103100093124,1,2,1749,139.538933,36.010816,90,80,54390413,2024-01-06T05:19:00
127700084080,1,2,2487,138.007583,36.0896,85,106,54381000,2024-01-06T05:19:00
457400114850,1,2,2800,135.27995,34.864316,75,272,52352232,2024-01-06T05:19:00
211100011491,1,2,2432,137.468016,35.468566,79,234,53371367,2024-01-06T05:19:00
225700018007,1,2,6686,139.063916,36.597966,83,338,54397015,2024-01-06T05:19:00
636500115847,1,2,225,138.295266,36.693266,,261,55380233,2024-01-06T05:19:00
264200116249,1,2,4850,137.272516,35.391066,42,213,53370261,2024-01-06T05:19:00
264200070402,1,2,2113,136.5675,34.914366,66,272,52362495,2024-01-06T05:19:00
345100065719,1,2,44,137.7054,35.763366,47,312,53375516,2024-01-06T05:19:00
117000105441,1,2,3444,136.085533,35.044433,76,272,52364056,2024-01-06T05:19:00
408300056640,1,2,9326,139.17605,36.250783,0,104,54393104,2024-01-06T05:19:00
12800086769,1,2,174,138.199716,36.45545,,101,54385145,2024-01-06T05:19:00
153700119485,1,2,345,138.511666,35.6251,0,181,53383450,2024-01-06T05:19:00
354600094474,1,2,648,137.026383,35.329533,81,43,52377092,2024-01-06T05:19:00
409300085923,1,2,3023,135.869233,34.997183,,270,52353699,2024-01-06T05:19:00
451900057744,1,2,6476,136.864866,35.222266,0,280,52366669,2024-01-06T05:19:00
114900107865,1,2,2282,138.318983,37.211333,90,219,55386255,2024-01-06T05:19:00
540500055925,1,2,2239,135.980166,35.002516,90,213,52354708,2024-01-06T05:19:00
255200061407,1,2,5452,136.899883,35.294633,0,29,52367751,2024-01-06T05:19:00
141200091822,1,2,158,139.824633,35.660666,12,357,53393695,2024-01-06T05:19:00
363000097489,1,2,577,136.695683,35.3055,,45,52367565,2024-01-06T05:19:00
540500055921,1,2,2184,136.471683,34.906716,86,214,52362387,2024-01-06T05:19:00
141600062269,1,2,3134,139.3457,35.8068,75,264,53395267,2024-01-06T05:19:00
260000124697,1,2,2346,138.20075,36.456833,,154,54385146,2024-01-06T05:19:00
284700115462,1,2,384,137.0846,35.3388,87,51,53370006,2024-01-06T05:19:00
408300117239,1,2,7865,139.784366,35.523383,0,21,53392622,2024-01-06T05:19:00
716800117451,1,2,1088,138.476666,36.342083,63,258,54384318,2024-01-06T05:19:00
124500129160,1,2,3141,133.871233,34.33885,,200,51334609,2024-01-06T05:19:00
63000095646,1,2,4389,139.193416,36.175166,,74,54392115,2024-01-06T05:19:00
47200087071,1,2,2207,138.052216,36.0896,61,85,54381004,2024-01-06T05:19:00
339000034633,1,2,2339,138.478133,35.620233,76,144,53383348,2024-01-06T05:19:00
588700083915,1,2,3180,137.4378,35.454433,,88,53371345,2024-01-06T05:19:00
152800073744,1,2,2718,136.817,35.275733,42,282,52367635,2024-01-06T05:19:00
402300105526,1,2,2396,137.775,35.485066,90,240,53371682,2024-01-06T05:19:00
798600115969,1,2,2802,138.73995,36.341,,266,54384509,2024-01-06T05:19:00
765700116288,1,2,772,138.298733,36.4096,79,264,54384293,2024-01-06T05:19:00
12800087648,1,2,765,137.981416,35.939066,87,195,53377728,2024-01-06T05:19:00
722000127973,1,2,262,139.668583,36.12235,,74,54391543,2024-01-06T05:19:00
463100112604,1,2,751,137.03405,35.445883,43,312,53371032,2024-01-06T05:19:00
408300065738,1,2,1936,137.9452,35.817383,56,13,53375785,2024-01-06T05:19:00
593600085019,1,2,2913,140.6181,37.297816,,56,55407459,2024-01-06T05:19:00
527100077698,1,2,2784,139.005316,37.868316,84,13,56396040,2024-01-06T05:19:00
345900057869,1,2,775,137.42795,35.45535,,198,53371344,2024-01-06T05:19:00
642000125108,1,2,2889,136.543116,35.3209,0,32,52367483,2024-01-06T05:19:00
253900023806,1,2,4237,140.316983,37.357583,81,314,56400225,2024-01-06T05:19:00
292200131775,1,2,3059,137.43615,35.455783,0,350,53371344,2024-01-06T05:19:00
497300094367,1,2,2848,138.293816,34.980583,,5,52383273,2024-01-06T05:19:00
188500025220,1,2,3091,139.722266,36.426833,67,21,54395517,2024-01-06T05:19:00
407900073125,1,2,2847,137.2804,35.401083,88,72,53370282,2024-01-06T05:19:00
495100056258,1,3,2919,138.201866,36.61135,0,21,54387136,2024-01-06T05:19:00
705600116774,1,2,2628,135.083766,34.787816,74,179,52351046,2024-01-06T05:19:00
40500116375,1,2,3154,137.13485,35.219516,,50,52376160,2024-01-06T05:19:00
28000105018,1,2,34214,137.043366,35.333166,0,280,52377093,2024-01-06T05:19:00
388000074301,1,2,5439,138.536883,35.643216,51,115,53383472,2024-01-06T05:19:00
345000044802,1,2,2073,137.4377,35.454083,,238,53371345,2024-01-06T05:19:00
315500074667,1,2,2283,137.529533,35.513266,42,232,53372412,2024-01-06T05:19:00
297600065185,1,2,372,137.557783,35.585183,58,99,53373404,2024-01-06T05:19:00
765700114841,1,2,98,138.740483,36.339883,88,301,54384509,2024-01-06T05:19:00
669800112692,1,2,1994,137.285783,35.402483,4,16,53370282,2024-01-06T05:19:00
574200095173,1,2,293,137.745316,35.449433,0,306,53371539,2024-01-06T05:19:00
406800062895,1,2,5489,137.683166,35.826033,63,200,53375594,2024-01-06T05:19:00
29500109911,1,2,8219,137.363483,36.727166,102,234,55370279,2024-01-06T05:19:00
60300063833,1,2,287,138.347,36.3711,0,19,54384247,2024-01-06T05:19:00
774400056497,1,2,204,137.89455,35.63045,86,18,53373751,2024-01-06T05:19:00
177800071129,1,2,3108,138.225683,37.028566,,210,55384138,2024-01-06T05:19:00
442800060031,1,2,84,138.266016,36.68145,,134,55380211,2024-01-06T05:19:00
737000133544,1,2,3323,137.544633,35.5468,71,202,53372453,2024-01-06T05:19:00
597700093988,1,2,604,138.170133,36.148333,54,288,54381173,2024-01-06T05:19:00
448400121802,1,2,2198,137.882683,35.589216,88,21,53373700,2024-01-06T05:19:00
356200110264,1,2,888,137.87585,35.574916,71,11,53372780,2024-01-06T05:19:00
287900072017,1,2,2236,137.1987,35.36785,0,250,53370145,2024-01-06T05:19:00
425200062205,1,2,7570,138.96455,35.615533,102,88,53383737,2024-01-06T05:19:00
599600065201,1,2,1695,137.48115,35.609033,42,245,53373338,2024-01-06T05:19:00
516300134068,1,2,226,139.235633,35.640433,91,282,53393168,2024-01-06T05:19:00
275500057619,1,2,2338,136.193133,35.077916,,53,52364195,2024-01-06T05:19:00
15400075085,1,2,251,138.36205,37.251833,85,224,55387208,2024-01-06T05:19:00
83300087644,1,2,2911,137.029833,35.472916,,59,53371062,2024-01-06T05:19:00
28000058149,1,2,2889,136.889816,35.289283,0,32,52367741,2024-01-06T05:19:00
189300082893,1,2,2008,136.8961,35.402883,0,272,53360781,2024-01-06T05:19:00
354600064130,1,2,8866,139.742533,35.543433,75,19,53392559,2024-01-06T05:19:00
638700096476,1,2,2737,138.191633,35.94655,51,104,53387135,2024-01-06T05:19:00
67700108275,1,2,53,138.606983,35.47765,49,339,53381478,2024-01-06T05:19:00
176600086318,1,2,7049,136.08015,35.634016,72,358,53363066,2024-01-06T05:19:00
339000034629,1,2,2200,138.21985,35.92975,77,122,53387117,2024-01-06T05:19:00
397800042113,1,2,21856,136.87225,36.626116,0,40,54367659,2024-01-06T05:19:00
489400090205,1,2,2182,137.833433,36.522316,23,19,54376626,2024-01-06T05:19:00
65500132762,1,2,315,138.1901,36.444483,3,350,54385135,2024-01-06T05:19:00
113800058202,1,2,1427,135.215266,34.235783,57,202,51352187,2024-01-06T05:19:00
77700110129,1,2,5721,137.922966,35.84735,50,290,53376713,2024-01-06T05:19:00
599600075377,1,2,6644,136.944516,35.4578,57,293,53361745,2024-01-06T05:19:00
114900058039,1,2,2453,139.279483,35.389133,89,216,53390262,2024-01-06T05:19:00
264200085179,1,2,1938,137.58135,35.588866,77,272,53373406,2024-01-06T05:19:00
527100018184,1,2,7188,138.447266,36.9569,60,59,55383345,2024-01-06T05:19:00
798600115999,1,2,7469,139.769383,35.591416,,200,53393601,2024-01-06T05:19:00
712400093892,1,2,70,137.451866,36.174966,58,67,54372306,2024-01-06T05:19:00
550200087578,1,2,7073,140.8755,37.041683,63,325,55404750,2024-01-06T05:19:00
122400075973,1,2,2282,138.948366,36.353266,38,26,54384725,2024-01-06T05:19:00
476200111065,1,2,2828,138.512133,36.277016,,341,54383430,2024-01-06T05:19:00
425200093787,1,2,6079,139.374366,35.679666,,2,53394219,2024-01-06T05:19:00
722000128148,1,2,7343,138.213883,36.641366,40,37,54387167,2024-01-06T05:19:00
540500055972,1,2,579,137.563416,35.585316,65,59,53373405,2024-01-06T05:19:00
176600086315,1,2,11914,137.848083,36.657866,53,186,54377687,2024-01-06T05:19:00
281900073184,1,2,2647,138.9454,36.241033,,336,54382785,2024-01-06T05:19:00
354600059460,1,2,2738,137.41255,35.44675,0,64,53371333,2024-01-06T05:19:00
738900012594,1,2,956,138.01615,36.088533,90,269,54381001,2024-01-06T05:19:00
497300034154,1,2,6853,137.709666,35.757983,59,154,53375506,2024-01-06T05:19:00
222500035550,1,2,4992,139.22715,35.64035,80,261,53393168,2024-01-06T05:19:00
335600065581,1,2,7787,138.127483,36.2938,52,72,54383150,2024-01-06T05:19:00
388000117695,1,2,1890,139.342933,35.403583,,277,53390287,2024-01-06T05:19:00
588800075107,1,2,1189,139.341566,35.677083,69,269,53394217,2024-01-06T05:19:00
636800075317,1,2,2637,138.993733,36.243616,76,77,54382799,2024-01-06T05:19:00
407900075835,1,2,58649,139.907616,36.840283,89,352,55392702,2024-01-06T05:19:00
498200065735,1,2,3468,136.9947,35.267283,55,50,52367729,2024-01-06T05:19:00
129000105889,1,2,132,138.58715,35.61175,20,288,53383436,2024-01-06T05:19:00
408300107672,1,2,16864,135.360633,34.69395,,154,52350238,2024-01-06T05:19:00
264200060263,1,2,2230,137.76015,35.88095,67,213,53376650,2024-01-06T05:19:00
425300074101,1,2,1153,137.708,35.8525,0,24,53376526,2024-01-06T05:19:00
489400061806,1,2,231,138.1464,35.98825,74,306,53387181,2024-01-06T05:19:00
388000074300,1,2,2054,139.372883,35.46045,85,29,53391259,2024-01-06T05:19:00
388000074823,1,2,2328,139.433183,36.153366,62,242,54391384,2024-01-06T05:19:00
670900126712,1,2,3783,136.816516,35.1944,87,181,52366635,2024-01-06T05:19:00
141600091934,1,2,464,137.019266,35.319016,68,357,52377081,2024-01-06T05:19:00
269200069890,1,2,4385,139.50415,35.843233,,245,53396410,2024-01-06T05:19:00
436600063019,1,2,2946,136.864883,35.082,,307,52364699,2024-01-06T05:19:00
527100075986,1,2,17242,140.331633,37.684116,6,229,56404226,2024-01-06T05:19:00
313900032109,1,2,630,138.5475,35.62035,79,357,53383443,2024-01-06T05:19:00
129500074754,1,2,584,138.123283,36.132266,44,154,54381059,2024-01-06T05:19:00
388000074305,1,2,4866,138.448716,36.26105,0,34,54383315,2024-01-06T05:19:00
529600088137,1,2,43,138.803983,36.283666,92,301,54383644,2024-01-06T05:19:00
739700107892,1,2,3610,138.273266,36.622966,87,197,54387241,2024-01-06T05:19:00
406800062806,1,2,130,137.174833,35.169166,86,341,52376103,2024-01-06T05:19:00
669800112519,1,2,2126,136.471033,34.7782,,245,52361337,2024-01-06T05:19:00
798600117393,1,2,2831,136.9973,35.49195,87,309,53361799,2024-01-06T05:19:00
329300084602,1,2,805,137.907366,35.71105,,326,53374752,2024-01-06T05:19:00
765700114035,1,2,2353,140.0933,37.053483,76,64,55404067,2024-01-06T05:19:00
487000096979,1,2,5769,137.545366,35.55055,82,154,53372463,2024-01-06T05:19:00
741400107030,1,2,591,137.296666,35.40835,87,35,53370293,2024-01-06T05:19:00
453800060581,1,2,1511,137.888966,36.042466,64,216,54370751,2024-01-06T05:19:00
669800113238,1,2,35,138.1256,36.554083,82,299,54386160,2024-01-06T05:19:00
722800121872,1,2,2778,136.984066,35.2297,0,126,52366778,2024-01-06T05:19:00
41200131028,1,2,4469,136.53415,34.599033,10,115,51367412,2024-01-06T05:19:00
575100087610,1,2,55,138.225233,36.613433,31,192,54387138,2024-01-06T05:19:00
264200070728,1,2,2105,137.686966,35.834416,64,202,53376504,2024-01-06T05:19:00
313900075673,1,2,544,138.3132,35.825883,48,314,53385295,2024-01-06T05:19:00
61900110612,1,2,3192,137.9371,35.856516,76,197,53376724,2024-01-06T05:19:00
324700034345,1,2,2780,138.814166,36.263033,84,157,54383615,2024-01-06T05:19:00
489000091397,1,2,4111,136.6334,36.593016,78,234,54367510,2024-01-06T05:19:00
457300075069,1,2,3800,139.628866,35.38335,0,94,53390560,2024-01-06T05:19:00
269300022691,1,2,2918,137.560733,35.512083,84,230,53372414,2024-01-06T05:19:00
765700117416,1,2,2555,140.804383,38.227783,81,34,57402674,2024-01-06T05:19:00
195600118596,1,2,379,138.7989,36.285883,92,298,54383643,2024-01-06T05:19:00
116900075239,1,2,922,137.752816,35.461083,88,10,53371650,2024-01-06T05:19:00
354600094510,1,2,1643,138.51315,35.63015,,350,53383451,2024-01-06T05:19:00
399300116972,1,2,647,138.512833,35.676983,59,296,53384411,2024-01-06T05:19:00
345900070165,1,2,3011,137.904583,36.07065,58,34,54370782,2024-01-06T05:19:00
313900086031,1,2,6993,139.210466,36.23335,0,323,54392186,2024-01-06T05:19:00
497300126755,1,2,3906,136.7213,35.058066,,21,52364567,2024-01-06T05:19:00
60900127011,1,2,7448,138.217333,36.58945,79,210,54387107,2024-01-06T05:19:00
170000085910,1,2,3088,139.50355,35.843283,,181,53396410,2024-01-06T05:19:00
56400087696,1,2,848,138.672016,36.2954,90,192,54383553,2024-01-06T05:19:00
61900109220,1,2,2685,136.700316,35.305483,80,286,52367566,2024-01-06T05:19:00
798600115903,1,2,2919,137.223083,35.095766,,24,52375117,2024-01-06T05:19:00
29500108027,1,2,379,137.932266,35.84095,0,242,53376704,2024-01-06T05:19:00
4500059685,1,2,1855,138.558866,35.588133,,280,53383404,2024-01-06T05:19:00
314400061423,1,2,2907,138.92175,37.6182,90,210,56383743,2024-01-06T05:19:00
157700124327,1,2,2331,136.638866,35.035566,87,288,52364541,2024-01-06T05:19:00
291300044292,1,2,2865,137.74605,35.44955,0,82,53371539,2024-01-06T05:19:00
269200069864,1,2,861,137.845783,35.5481,80,27,53372657,2024-01-06T05:19:00
173700075040,1,2,3707,138.532766,36.2284,61,101,54382472,2024-01-06T05:19:00
371200076048,1,2,2374,138.09535,36.496483,,70,54385097,2024-01-06T05:19:00
122400075938,1,2,2542,138.332033,36.276683,58,77,54383236,2024-01-06T05:19:00
390000090986,1,2,1471,139.6179,35.80295,16,16,53395469,2024-01-06T05:19:00
63000094619,1,2,3175,139.193533,36.174616,,221,54392105,2024-01-06T05:19:00
422500074528,1,2,2447,137.910233,35.728633,95,187,53374772,2024-01-06T05:19:00
572700113349,1,2,40808,136.69695,35.878966,39,226,53366555,2024-01-06T05:19:00
175900057399,1,2,2677,138.211366,37.009533,78,38,55384116,2024-01-06T05:19:00
623900082815,1,2,983,139.3407,35.515233,,83,53392217,2024-01-06T05:19:00
118700110420,1,2,547,138.187333,36.594816,34,235,54387114,2024-01-06T05:19:00
501100073387,1,2,220,138.5064,36.277983,93,282,54383430,2024-01-06T05:19:00
356500075324,1,2,2582,136.46075,34.957766,85,210,52363346,2024-01-06T05:19:00
347800112528,1,2,3004,137.444633,35.456533,73,240,53371345,2024-01-06T05:19:00
131300112488,2,2,2650,139.4172,35.691333,0,357,53394323,2024-01-06T05:19:00
439500078305,1,2,2356,137.899683,35.6549,87,210,53373781,2024-01-06T05:19:00
670700115037,1,2,33,136.97555,35.27585,50,96,52367738,2024-01-06T05:19:00
46100089385,1,2,1727,136.845633,35.276566,8,235,52367637,2024-01-06T05:19:00
573000074595,1,2,3041,139.016366,36.515683,,69,54396011,2024-01-06T05:19:00
339000127253,1,2,2223,138.4806,35.249683,12,205,52386398,2024-01-06T05:19:00
327500109610,1,2,3185,137.885266,35.608683,76,192,53373730,2024-01-06T05:19:00
127700073470,1,2,2118,137.3642,35.440733,76,290,53371229,2024-01-06T05:19:00
405200099947,1,2,2985,135.742616,34.9951,,54,52353599,2024-01-06T05:19:00
170900102588,1,2,297,139.821383,36.547216,,56,54396655,2024-01-06T05:19:00
489400100641,1,2,2192,,,0,,54387123,2024-01-06T05:19:00
705400107652,1,2,2455,138.010316,36.43005,78,6,54385010,2024-01-06T05:19:00
222500029692,1,2,2412,137.474283,35.471266,78,232,53371367,2024-01-06T05:19:00
34600063542,1,2,2900,137.569533,35.51805,,48,53372425,2024-01-06T05:19:00
634600112390,1,2,889,138.026666,36.087066,51,320,54381002,2024-01-06T05:19:00
644600099214,1,2,5229,138.269166,36.634866,0,46,54387261,2024-01-06T05:19:00
445200053267,1,2,2454,137.456766,35.462116,86,234,53371356,2024-01-06T05:19:00
189500058521,1,2,730,138.89495,36.26345,7,280,54383711,2024-01-06T05:19:00
311000097938,1,2,11777,138.005966,35.978533,88,208,53387070,2024-01-06T05:19:00
388000070075,1,2,1739,137.897016,35.650666,81,8,53373781,2024-01-06T05:19:00
796300165459,1,2,2708,136.91335,35.318316,,248,52367783,2024-01-06T05:19:00
650000111888,1,2,715,,,72,,53383625,2024-01-06T05:19:00
710800130413,1,2,6995,139.063933,35.632716,,251,53393055,2024-01-06T05:19:00
74400083833,1,2,2213,137.057233,35.324983,,32,52377084,2024-01-06T05:19:00
315500074669,1,2,797,,,58,,54381172,2024-01-06T05:19:00
688600101921,1,2,10147,138.22595,36.612716,0,29,54387138,2024-01-06T05:19:00
303100061841,1,2,2915,137.90795,35.712866,,349,53374752,2024-01-06T05:19:00
270100030231,1,2,3797,138.139483,36.546733,79,197,54386151,2024-01-06T05:19:00
28000087890,1,2,3676,139.190083,36.3537,,37,54394125,2024-01-06T05:19:00
425200093730,1,2,6103,137.421016,36.2681,,314,54373323,2024-01-06T05:19:00
574200095176,1,2,3062,136.123816,35.054116,93,267,52364069,2024-01-06T05:19:00
659500105177,1,2,2679,139.36885,35.491383,,299,53391289,2024-01-06T05:19:00
386500046616,1,2,3756,139.608266,36.304266,38,254,54393468,2024-01-06T05:19:00
743500142536,1,2,2939,136.3882,35.372516,,94,53360341,2024-01-06T05:19:00
445200056717,1,2,2877,135.985583,35.00875,87,216,52354718,2024-01-06T05:19:00
670900108365,1,2,5711,136.594116,34.923216,34,272,52363407,2024-01-06T05:19:00
533300063979,1,2,277,138.154133,36.606266,53,299,54387122,2024-01-06T05:19:00
403609230434,1,2,2827,137.61075,35.610333,54,205,53373438,2024-01-06T05:19:00
12100137262,1,2,3469,137.569633,35.51805,,26,53372425,2024-01-06T05:19:00
388000069990,1,2,9704,137.922883,35.769883,85,35,53375723,2024-01-06T05:19:00
142100104105,1,2,1970,138.5125,35.132316,,72,52385450,2024-01-06T05:19:00
352800076118,2,2,10666,,,1,,52366687,2024-01-06T05:19:00
529600085522,1,2,170,,,92,,54385175,2024-01-06T05:19:00
445200055363,1,2,2919,137.43705,35.454166,,262,53371344,2024-01-06T05:19:00
145800095195,1,2,2798,137.9085,35.712816,,82,53374752,2024-01-06T05:19:00
491000059908,1,2,23599,,,14,,53387190,2024-01-06T05:19:00
190700033323,2,2,7105,138.576666,35.6071,83,104,53383426,2024-01-06T05:19:00
127500102645,1,2,2669,136.250566,35.110066,80,227,52365230,2024-01-06T05:19:00
241600069639,1,2,5374,137.671633,34.751166,40,221,52371503,2024-01-06T05:19:00
84800099067,1,2,2807,138.496783,34.998083,,56,52383399,2024-01-06T05:19:00
727200139366,1,2,8062,139.01855,36.4212,78,158,54395001,2024-01-06T05:19:00
529300069945,1,2,2182,138.392266,36.8694,59,42,55382341,2024-01-06T05:19:00
462700066492,1,2,625,139.0616,36.260566,92,264,54393014,2024-01-06T05:19:00
146500109425,1,2,2274,,,0,,54394135,2024-01-06T05:19:00
113800072223,1,2,3819,138.387533,35.7824,59,122,53385331,2024-01-06T05:19:00
712400113940,1,2,6411,137.2396,36.170366,47,53,54372109,2024-01-06T05:19:00
216300084863,1,2,7344,138.127966,36.004866,69,178,54380100,2024-01-06T05:19:00
539200055976,1,2,2230,137.510466,35.48385,95,205,53371480,2024-01-06T05:19:00
669800112694,1,2,2101,136.8111,35.369716,,64,53360644,2024-01-06T05:19:00
255100036437,1,2,5389,136.0696,33.85055,74,205,50366025,2024-01-06T05:19:00
765700117223,1,2,2473,139.444616,38.1061,47,85,57391325,2024-01-06T05:19:00
66600097929,1,2,4948,138.467783,36.150433,66,186,54381387,2024-01-06T05:19:00
128400109506,1,2,976,,,87,,54385201,2024-01-06T05:19:00
480000114528,1,2,9389,,,0,,53392305,2024-01-06T05:19:00
540500055920,1,2,2347,,,82,,52383267,2024-01-06T05:19:00
497300071363,1,2,5442,135.950416,34.978366,,160,52353776,2024-01-06T05:19:00
117000067130,1,2,3493,136.3068,35.3026,67,218,52367264,2024-01-06T05:19:00
222500050646,1,2,6233,139.11255,36.339266,0,178,54394009,2024-01-06T05:19:00
497300109197,1,2,2762,138.1545,34.761533,,53,52381112,2024-01-06T05:19:00
710000108997,1,2,1786,,,62,,53376691,2024-01-06T05:19:00
41400151915,1,2,3490,137.674016,35.692516,51,264,53374533,2024-01-06T05:19:00
659300101513,1,2,1903,139.463016,35.654216,7,192,53393387,2024-01-06T05:19:00
446200060504,1,2,7705,136.91165,35.98805,0,45,53367782,2024-01-06T05:19:00
354600061734,1,2,3779,136.424266,35.346416,81,272,53360313,2024-01-06T05:19:00
349100040017,1,2,1627,138.076133,36.025933,,34,54380036,2024-01-06T05:19:00
438100077869,1,2,6567,138.209983,36.444516,83,109,54385136,2024-01-06T05:19:00
298400052563,1,2,2175,137.213116,35.3678,90,285,53370147,2024-01-06T05:19:00
516300134069,1,2,8163,138.168583,35.983983,101,104,53387183,2024-01-06T05:19:00
388000070080,1,2,1964,138.409016,35.876916,38,14,53386352,2024-01-06T05:19:00
489400100642,1,2,2452,137.853066,36.510733,32,346,54376618,2024-01-06T05:19:00
195600105483,1,2,2192,137.2752,35.39475,84,206,53370272,2024-01-06T05:19:00
696500114144,1,2,2962,131.174683,34.044316,65,245,51310153,2024-01-06T05:19:00
28000071735,1,2,8946,138.927666,36.24035,90,99,54382784,2024-01-06T05:19:00
388000074784,1,2,2317,135.433733,34.636283,59,349,51357364,2024-01-06T05:19:00
